"INDICATOR","EPW_19"

"EPW_19","Prevalence of raised blood pressure in adults aged greater or equal to 18 (%)"

"UNIT_TYPE","Unit"
"PERCENT","%"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"EPW","Indicators for European Programme of Work"

"DATA_TYPE_REPRESENTATION","Data type representation"
"RATIO","Ratio"

"DATA_SET","Data set"
"EPW","European Programme of Work, 2020 – 2025"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"ARM","","ALL","1977","35"
"ARM","","ALL","1978","34.8"
"ARM","","ALL","1979","34.6"
"ARM","","ALL","1980","34.3"
"ARM","","ALL","1981","34"
"ARM","","ALL","1982","33.7"
"ARM","","ALL","1983","33.4"
"ARM","","ALL","1984","33.1"
"ARM","","ALL","1985","32.7"
"ARM","","ALL","1986","32.4"
"ARM","","ALL","1987","32"
"ARM","","ALL","1988","31.7"
"ARM","","ALL","1989","31.3"
"ARM","","ALL","1990","31"
"ARM","","ALL","1991","30.7"
"ARM","","ALL","1992","30.3"
"ARM","","ALL","1993","30"
"ARM","","ALL","1994","29.6"
"ARM","","ALL","1995","29.3"
"ARM","","ALL","1996","28.9"
"ARM","","ALL","1997","28.6"
"ARM","","ALL","1998","28.3"
"ARM","","ALL","1999","28"
"ARM","","ALL","2000","27.7"
"ARM","","ALL","2001","27.5"
"ARM","","ALL","2002","27.3"
"ARM","","ALL","2003","27.1"
"ARM","","ALL","2004","26.9"
"ARM","","ALL","2005","26.8"
"ARM","","ALL","2006","26.6"
"ARM","","ALL","2007","26.5"
"ARM","","ALL","2008","26.3"
"ARM","","ALL","2009","26.2"
"ARM","","ALL","2010","26"
"ARM","","ALL","2011","25.9"
"ARM","","ALL","2012","25.8"
"ARM","","ALL","2013","25.7"
"ARM","","ALL","2014","25.6"
"ARM","","ALL","2015","25.5"
"AUT","","ALL","1975","35.9"
"AUT","","ALL","1976","35.6"
"AUT","","ALL","1977","35.4"
"AUT","","ALL","1978","35.1"
"AUT","","ALL","1979","34.9"
"AUT","","ALL","1980","34.6"
"AUT","","ALL","1981","34.4"
"AUT","","ALL","1982","34.2"
"AUT","","ALL","1983","33.9"
"AUT","","ALL","1984","33.7"
"AUT","","ALL","1985","33.5"
"AUT","","ALL","1986","33.3"
"AUT","","ALL","1987","33"
"AUT","","ALL","1988","32.8"
"AUT","","ALL","1989","32.5"
"AUT","","ALL","1990","32.2"
"AUT","","ALL","1991","31.9"
"AUT","","ALL","1992","31.5"
"AUT","","ALL","1993","31.1"
"AUT","","ALL","1994","30.7"
"AUT","","ALL","1995","30.3"
"AUT","","ALL","1996","29.9"
"AUT","","ALL","1997","29.5"
"AUT","","ALL","1998","29.1"
"AUT","","ALL","1999","28.7"
"AUT","","ALL","2000","28.2"
"AUT","","ALL","2001","27.8"
"AUT","","ALL","2002","27.3"
"AUT","","ALL","2003","26.9"
"AUT","","ALL","2004","26.4"
"AUT","","ALL","2005","25.9"
"AUT","","ALL","2006","25.3"
"AUT","","ALL","2007","24.8"
"AUT","","ALL","2008","24.3"
"AUT","","ALL","2009","23.8"
"AUT","","ALL","2010","23.3"
"AUT","","ALL","2011","22.8"
"AUT","","ALL","2012","22.3"
"AUT","","ALL","2013","21.9"
"AUT","","ALL","2014","21.4"
"AUT","","ALL","2015","21"
"AZE","","ALL","1975","32.4"
"AZE","","ALL","1976","32.1"
"AZE","","ALL","1977","31.9"
"AZE","","ALL","1978","31.6"
"AZE","","ALL","1979","31.3"
"AZE","","ALL","1980","31.1"
"AZE","","ALL","1981","30.8"
"AZE","","ALL","1982","30.5"
"AZE","","ALL","1983","30.2"
"AZE","","ALL","1984","30"
"AZE","","ALL","1985","29.7"
"AZE","","ALL","1986","29.4"
"AZE","","ALL","1987","29.1"
"AZE","","ALL","1988","28.9"
"AZE","","ALL","1989","28.6"
"AZE","","ALL","1990","28.3"
"AZE","","ALL","1991","28.1"
"AZE","","ALL","1992","27.8"
"AZE","","ALL","1993","27.6"
"AZE","","ALL","1994","27.4"
"AZE","","ALL","1995","27.1"
"AZE","","ALL","1996","26.9"
"AZE","","ALL","1997","26.7"
"AZE","","ALL","1998","26.5"
"AZE","","ALL","1999","26.3"
"AZE","","ALL","2000","26.2"
"AZE","","ALL","2001","26"
"AZE","","ALL","2002","25.9"
"AZE","","ALL","2003","25.7"
"AZE","","ALL","2004","25.6"
"AZE","","ALL","2005","25.5"
"AZE","","ALL","2006","25.4"
"AZE","","ALL","2007","25.3"
"AZE","","ALL","2008","25.1"
"AZE","","ALL","2009","25"
"AZE","","ALL","2010","24.9"
"AZE","","ALL","2011","24.8"
"AZE","","ALL","2012","24.8"
"AZE","","ALL","2013","24.7"
"AZE","","ALL","2014","24.6"
"AZE","","ALL","2015","24.5"
"BEL","","ALL","1975","40.6"
"BEL","","ALL","1976","39.8"
"BEL","","ALL","1977","39"
"BEL","","ALL","1978","38.2"
"BEL","","ALL","1979","37.4"
"BEL","","ALL","1980","36.7"
"BEL","","ALL","1981","35.9"
"BEL","","ALL","1982","35.1"
"BEL","","ALL","1983","34.3"
"BEL","","ALL","1984","33.5"
"BEL","","ALL","1985","32.8"
"BEL","","ALL","1986","32"
"BEL","","ALL","1987","31.3"
"BEL","","ALL","1988","30.7"
"BEL","","ALL","1989","30"
"BEL","","ALL","1990","29.3"
"BEL","","ALL","1991","28.7"
"BEL","","ALL","1992","28"
"BEL","","ALL","1993","27.4"
"BEL","","ALL","1994","26.7"
"BEL","","ALL","1995","26.1"
"BEL","","ALL","1996","25.4"
"BEL","","ALL","1997","24.8"
"BEL","","ALL","1998","24.2"
"BEL","","ALL","1999","23.6"
"BEL","","ALL","2000","23.1"
"BEL","","ALL","2001","22.6"
"BEL","","ALL","2002","22.1"
"BEL","","ALL","2003","21.7"
"BEL","","ALL","2004","21.3"
"BEL","","ALL","2005","20.9"
"BEL","","ALL","2006","20.5"
"BEL","","ALL","2007","20.1"
"BEL","","ALL","2008","19.7"
"BEL","","ALL","2009","19.4"
"BEL","","ALL","2010","19"
"BEL","","ALL","2011","18.7"
"BEL","","ALL","2012","18.4"
"BEL","","ALL","2013","18.1"
"BEL","","ALL","2014","17.8"
"BEL","","ALL","2015","17.5"
"BGR","","ALL","1975","37.7"
"BGR","","ALL","1976","37.8"
"BGR","","ALL","1977","38"
"BGR","","ALL","1978","38.1"
"BGR","","ALL","1979","38.1"
"BGR","","ALL","1980","38.2"
"BGR","","ALL","1981","38.3"
"BGR","","ALL","1982","38.3"
"BGR","","ALL","1983","38.3"
"BGR","","ALL","1984","38.3"
"BGR","","ALL","1985","38.3"
"BGR","","ALL","1986","38.2"
"BGR","","ALL","1987","38.1"
"BGR","","ALL","1988","38"
"BGR","","ALL","1989","37.8"
"BGR","","ALL","1990","37.6"
"BGR","","ALL","1991","37.3"
"BGR","","ALL","1992","37"
"BGR","","ALL","1993","36.6"
"BGR","","ALL","1994","36.2"
"BGR","","ALL","1995","35.8"
"BGR","","ALL","1996","35.4"
"BGR","","ALL","1997","34.9"
"BGR","","ALL","1998","34.4"
"BGR","","ALL","1999","34"
"BGR","","ALL","2000","33.5"
"BGR","","ALL","2001","33.1"
"BGR","","ALL","2002","32.7"
"BGR","","ALL","2003","32.2"
"BGR","","ALL","2004","31.8"
"BGR","","ALL","2005","31.4"
"BGR","","ALL","2006","31"
"BGR","","ALL","2007","30.6"
"BGR","","ALL","2008","30.3"
"BGR","","ALL","2009","30"
"BGR","","ALL","2010","29.7"
"BGR","","ALL","2011","29.5"
"BGR","","ALL","2012","29.2"
"BGR","","ALL","2013","28.9"
"BGR","","ALL","2014","28.6"
"BGR","","ALL","2015","28.4"
"BIH","","ALL","1975","31"
"BIH","","ALL","1976","31.1"
"BIH","","ALL","1977","31.3"
"BIH","","ALL","1978","31.5"
"BIH","","ALL","1979","31.6"
"BIH","","ALL","1980","31.8"
"BIH","","ALL","1981","32"
"BIH","","ALL","1982","32.1"
"BIH","","ALL","1983","32.2"
"BIH","","ALL","1984","32.3"
"BIH","","ALL","1985","32.4"
"BIH","","ALL","1986","32.4"
"BIH","","ALL","1987","32.4"
"BIH","","ALL","1988","32.4"
"BIH","","ALL","1989","32.4"
"BIH","","ALL","1990","32.3"
"BIH","","ALL","1991","32.2"
"BIH","","ALL","1992","32.1"
"BIH","","ALL","1993","32"
"BIH","","ALL","1994","31.8"
"BIH","","ALL","1995","31.6"
"BIH","","ALL","1996","31.5"
"BIH","","ALL","1997","31.3"
"BIH","","ALL","1998","31.1"
"BIH","","ALL","1999","31"
"BIH","","ALL","2000","30.9"
"BIH","","ALL","2001","30.8"
"BIH","","ALL","2002","30.7"
"BIH","","ALL","2003","30.7"
"BIH","","ALL","2004","30.7"
"BIH","","ALL","2005","30.6"
"BIH","","ALL","2006","30.6"
"BIH","","ALL","2007","30.7"
"BIH","","ALL","2008","30.7"
"BIH","","ALL","2009","30.7"
"BIH","","ALL","2010","30.7"
"BIH","","ALL","2011","30.7"
"BIH","","ALL","2012","30.8"
"BIH","","ALL","2013","30.8"
"BIH","","ALL","2014","30.8"
"BIH","","ALL","2015","30.8"
"BLR","","ALL","1975","39.4"
"BLR","","ALL","1976","39.6"
"BLR","","ALL","1977","39.7"
"BLR","","ALL","1978","39.9"
"BLR","","ALL","1979","39.9"
"BLR","","ALL","1980","40"
"BLR","","ALL","1981","40"
"BLR","","ALL","1982","40"
"BLR","","ALL","1983","39.9"
"BLR","","ALL","1984","39.9"
"BLR","","ALL","1985","39.7"
"BLR","","ALL","1986","39.6"
"BLR","","ALL","1987","39.4"
"BLR","","ALL","1988","39.1"
"BLR","","ALL","1989","38.9"
"BLR","","ALL","1990","38.6"
"BLR","","ALL","1991","38.2"
"BLR","","ALL","1992","37.9"
"BLR","","ALL","1993","37.5"
"BLR","","ALL","1994","37.1"
"BLR","","ALL","1995","36.6"
"BLR","","ALL","1996","36.3"
"BLR","","ALL","1997","35.9"
"BLR","","ALL","1998","35.5"
"BLR","","ALL","1999","35"
"BLR","","ALL","2000","34.6"
"BLR","","ALL","2001","34.1"
"BLR","","ALL","2002","33.6"
"BLR","","ALL","2003","33.1"
"BLR","","ALL","2004","32.5"
"BLR","","ALL","2005","31.9"
"BLR","","ALL","2006","31.3"
"BLR","","ALL","2007","30.8"
"BLR","","ALL","2008","30.3"
"BLR","","ALL","2009","29.8"
"BLR","","ALL","2010","29.3"
"BLR","","ALL","2011","28.9"
"BLR","","ALL","2012","28.4"
"BLR","","ALL","2013","28"
"BLR","","ALL","2014","27.5"
"BLR","","ALL","2015","27.1"
"CHE","","ALL","1975","30.1"
"CHE","","ALL","1976","29.8"
"CHE","","ALL","1977","29.4"
"CHE","","ALL","1978","29.1"
"CHE","","ALL","1979","28.7"
"CHE","","ALL","1980","28.4"
"CHE","","ALL","1981","28.1"
"CHE","","ALL","1982","27.9"
"CHE","","ALL","1983","27.7"
"CHE","","ALL","1984","27.6"
"CHE","","ALL","1985","27.4"
"CHE","","ALL","1986","27.3"
"CHE","","ALL","1987","27.2"
"CHE","","ALL","1988","27"
"CHE","","ALL","1989","26.9"
"CHE","","ALL","1990","26.7"
"CHE","","ALL","1991","26.5"
"CHE","","ALL","1992","26.2"
"CHE","","ALL","1993","25.9"
"CHE","","ALL","1994","25.5"
"CHE","","ALL","1995","25.1"
"CHE","","ALL","1996","24.6"
"CHE","","ALL","1997","24.2"
"CHE","","ALL","1998","23.7"
"CHE","","ALL","1999","23.3"
"CHE","","ALL","2000","22.8"
"CHE","","ALL","2001","22.4"
"CHE","","ALL","2002","22"
"CHE","","ALL","2003","21.6"
"CHE","","ALL","2004","21.3"
"CHE","","ALL","2005","20.9"
"CHE","","ALL","2006","20.6"
"CHE","","ALL","2007","20.3"
"CHE","","ALL","2008","20"
"CHE","","ALL","2009","19.7"
"CHE","","ALL","2010","19.4"
"CHE","","ALL","2011","19.1"
"CHE","","ALL","2012","18.8"
"CHE","","ALL","2013","18.6"
"CHE","","ALL","2014","18.3"
"CHE","","ALL","2015","18"
"CYP","","ALL","1975","26.1"
"CYP","","ALL","1976","26.3"
"CYP","","ALL","1977","26.5"
"CYP","","ALL","1978","26.7"
"CYP","","ALL","1979","26.9"
"CYP","","ALL","1980","27.1"
"CYP","","ALL","1981","27.3"
"CYP","","ALL","1982","27.4"
"CYP","","ALL","1983","27.4"
"CYP","","ALL","1984","27.4"
"CYP","","ALL","1985","27.4"
"CYP","","ALL","1986","27.4"
"CYP","","ALL","1987","27.3"
"CYP","","ALL","1988","27.3"
"CYP","","ALL","1989","27.3"
"CYP","","ALL","1990","27.3"
"CYP","","ALL","1991","27.3"
"CYP","","ALL","1992","27.2"
"CYP","","ALL","1993","27.1"
"CYP","","ALL","1994","27"
"CYP","","ALL","1995","26.8"
"CYP","","ALL","1996","26.6"
"CYP","","ALL","1997","26.4"
"CYP","","ALL","1998","26.1"
"CYP","","ALL","1999","25.8"
"CYP","","ALL","2000","25.5"
"CYP","","ALL","2001","25.1"
"CYP","","ALL","2002","24.7"
"CYP","","ALL","2003","24.4"
"CYP","","ALL","2004","24"
"CYP","","ALL","2005","23.7"
"CYP","","ALL","2006","23.3"
"CYP","","ALL","2007","22.9"
"CYP","","ALL","2008","22.5"
"CYP","","ALL","2009","22.1"
"CYP","","ALL","2010","21.7"
"CYP","","ALL","2011","21.3"
"CYP","","ALL","2012","20.9"
"CYP","","ALL","2013","20.5"
"CYP","","ALL","2014","20.2"
"CYP","","ALL","2015","19.8"
"CZE","","ALL","1975","42"
"CZE","","ALL","1976","41.9"
"CZE","","ALL","1977","41.7"
"CZE","","ALL","1978","41.6"
"CZE","","ALL","1979","41.4"
"CZE","","ALL","1980","41.2"
"CZE","","ALL","1981","41"
"CZE","","ALL","1982","40.7"
"CZE","","ALL","1983","40.3"
"CZE","","ALL","1984","39.9"
"CZE","","ALL","1985","39.5"
"CZE","","ALL","1986","39"
"CZE","","ALL","1987","38.5"
"CZE","","ALL","1988","38.1"
"CZE","","ALL","1989","37.6"
"CZE","","ALL","1990","37.1"
"CZE","","ALL","1991","36.6"
"CZE","","ALL","1992","36.1"
"CZE","","ALL","1993","35.6"
"CZE","","ALL","1994","35.1"
"CZE","","ALL","1995","34.6"
"CZE","","ALL","1996","34.1"
"CZE","","ALL","1997","33.6"
"CZE","","ALL","1998","33.1"
"CZE","","ALL","1999","32.7"
"CZE","","ALL","2000","32.2"
"CZE","","ALL","2001","31.8"
"CZE","","ALL","2002","31.5"
"CZE","","ALL","2003","31.1"
"CZE","","ALL","2004","30.8"
"CZE","","ALL","2005","30.6"
"CZE","","ALL","2006","30.3"
"CZE","","ALL","2007","30"
"CZE","","ALL","2008","29.8"
"CZE","","ALL","2009","29.5"
"CZE","","ALL","2010","29.2"
"CZE","","ALL","2011","28.9"
"CZE","","ALL","2012","28.7"
"CZE","","ALL","2013","28.4"
"CZE","","ALL","2014","28.1"
"CZE","","ALL","2015","27.9"
"DEU","","ALL","1975","40.1"
"DEU","","ALL","1976","39.9"
"DEU","","ALL","1977","39.7"
"DEU","","ALL","1978","39.4"
"DEU","","ALL","1979","39.2"
"DEU","","ALL","1980","39"
"DEU","","ALL","1981","38.8"
"DEU","","ALL","1982","38.6"
"DEU","","ALL","1983","38.3"
"DEU","","ALL","1984","38"
"DEU","","ALL","1985","37.8"
"DEU","","ALL","1986","37.5"
"DEU","","ALL","1987","37.2"
"DEU","","ALL","1988","36.8"
"DEU","","ALL","1989","36.4"
"DEU","","ALL","1990","36"
"DEU","","ALL","1991","35.5"
"DEU","","ALL","1992","35"
"DEU","","ALL","1993","34.4"
"DEU","","ALL","1994","33.7"
"DEU","","ALL","1995","33.1"
"DEU","","ALL","1996","32.3"
"DEU","","ALL","1997","31.6"
"DEU","","ALL","1998","30.8"
"DEU","","ALL","1999","30.1"
"DEU","","ALL","2000","29.4"
"DEU","","ALL","2001","28.6"
"DEU","","ALL","2002","27.9"
"DEU","","ALL","2003","27.2"
"DEU","","ALL","2004","26.5"
"DEU","","ALL","2005","25.8"
"DEU","","ALL","2006","25.2"
"DEU","","ALL","2007","24.5"
"DEU","","ALL","2008","23.9"
"DEU","","ALL","2009","23.3"
"DEU","","ALL","2010","22.7"
"DEU","","ALL","2011","22.1"
"DEU","","ALL","2012","21.5"
"DEU","","ALL","2013","21"
"DEU","","ALL","2014","20.5"
"DEU","","ALL","2015","19.9"
"DNK","","ALL","1975","39.3"
"DNK","","ALL","1976","38.9"
"DNK","","ALL","1977","38.4"
"DNK","","ALL","1978","37.9"
"DNK","","ALL","1979","37.4"
"DNK","","ALL","1980","36.9"
"DNK","","ALL","1981","36.4"
"DNK","","ALL","1982","35.9"
"DNK","","ALL","1983","35.4"
"DNK","","ALL","1984","34.8"
"DNK","","ALL","1985","34.3"
"DNK","","ALL","1986","33.8"
"DNK","","ALL","1987","33.2"
"DNK","","ALL","1988","32.8"
"DNK","","ALL","1989","32.3"
"DNK","","ALL","1990","31.9"
"DNK","","ALL","1991","31.5"
"DNK","","ALL","1992","31.2"
"DNK","","ALL","1993","31"
"DNK","","ALL","1994","30.7"
"DNK","","ALL","1995","30.5"
"DNK","","ALL","1996","30.2"
"DNK","","ALL","1997","29.9"
"DNK","","ALL","1998","29.5"
"DNK","","ALL","1999","29.1"
"DNK","","ALL","2000","28.7"
"DNK","","ALL","2001","28.3"
"DNK","","ALL","2002","27.8"
"DNK","","ALL","2003","27.4"
"DNK","","ALL","2004","26.9"
"DNK","","ALL","2005","26.4"
"DNK","","ALL","2006","26"
"DNK","","ALL","2007","25.4"
"DNK","","ALL","2008","24.9"
"DNK","","ALL","2009","24.3"
"DNK","","ALL","2010","23.6"
"DNK","","ALL","2011","23"
"DNK","","ALL","2012","22.4"
"DNK","","ALL","2013","21.8"
"DNK","","ALL","2014","21.2"
"DNK","","ALL","2015","20.6"
"ESP","","ALL","1975","35.2"
"ESP","","ALL","1976","35"
"ESP","","ALL","1977","34.8"
"ESP","","ALL","1978","34.5"
"ESP","","ALL","1979","34.3"
"ESP","","ALL","1980","34"
"ESP","","ALL","1981","33.7"
"ESP","","ALL","1982","33.4"
"ESP","","ALL","1983","33.1"
"ESP","","ALL","1984","32.8"
"ESP","","ALL","1985","32.5"
"ESP","","ALL","1986","32.1"
"ESP","","ALL","1987","31.8"
"ESP","","ALL","1988","31.4"
"ESP","","ALL","1989","31"
"ESP","","ALL","1990","30.6"
"ESP","","ALL","1991","30.2"
"ESP","","ALL","1992","29.8"
"ESP","","ALL","1993","29.4"
"ESP","","ALL","1994","28.9"
"ESP","","ALL","1995","28.5"
"ESP","","ALL","1996","28.1"
"ESP","","ALL","1997","27.7"
"ESP","","ALL","1998","27.3"
"ESP","","ALL","1999","26.9"
"ESP","","ALL","2000","26.5"
"ESP","","ALL","2001","26.1"
"ESP","","ALL","2002","25.7"
"ESP","","ALL","2003","25.3"
"ESP","","ALL","2004","24.8"
"ESP","","ALL","2005","24.3"
"ESP","","ALL","2006","23.8"
"ESP","","ALL","2007","23.3"
"ESP","","ALL","2008","22.8"
"ESP","","ALL","2009","22.3"
"ESP","","ALL","2010","21.7"
"ESP","","ALL","2011","21.2"
"ESP","","ALL","2012","20.7"
"ESP","","ALL","2013","20.2"
"ESP","","ALL","2014","19.7"
"ESP","","ALL","2015","19.2"
"EST","","ALL","1975","43.3"
"EST","","ALL","1976","43.1"
"EST","","ALL","1977","42.9"
"EST","","ALL","1978","42.7"
"EST","","ALL","1979","42.4"
"EST","","ALL","1980","42.2"
"EST","","ALL","1981","41.9"
"EST","","ALL","1982","41.6"
"EST","","ALL","1983","41.2"
"EST","","ALL","1984","40.8"
"EST","","ALL","1985","40.5"
"EST","","ALL","1986","40"
"EST","","ALL","1987","39.6"
"EST","","ALL","1988","39.1"
"EST","","ALL","1989","38.7"
"EST","","ALL","1990","38.2"
"EST","","ALL","1991","37.6"
"EST","","ALL","1992","37.1"
"EST","","ALL","1993","36.5"
"EST","","ALL","1994","36"
"EST","","ALL","1995","35.4"
"EST","","ALL","1996","34.8"
"EST","","ALL","1997","34.2"
"EST","","ALL","1998","33.7"
"EST","","ALL","1999","33.1"
"EST","","ALL","2000","32.6"
"EST","","ALL","2001","32.1"
"EST","","ALL","2002","31.7"
"EST","","ALL","2003","31.2"
"EST","","ALL","2004","30.9"
"EST","","ALL","2005","30.5"
"EST","","ALL","2006","30.2"
"EST","","ALL","2007","29.9"
"EST","","ALL","2008","29.5"
"EST","","ALL","2009","29.2"
"EST","","ALL","2010","28.9"
"EST","","ALL","2011","28.5"
"EST","","ALL","2012","28.2"
"EST","","ALL","2013","27.9"
"EST","","ALL","2014","27.7"
"EST","","ALL","2015","27.4"
"FIN","","ALL","1975","37.4"
"FIN","","ALL","1976","37.3"
"FIN","","ALL","1977","37.1"
"FIN","","ALL","1978","36.9"
"FIN","","ALL","1979","36.7"
"FIN","","ALL","1980","36.5"
"FIN","","ALL","1981","36.2"
"FIN","","ALL","1982","35.9"
"FIN","","ALL","1983","35.6"
"FIN","","ALL","1984","35.2"
"FIN","","ALL","1985","34.9"
"FIN","","ALL","1986","34.5"
"FIN","","ALL","1987","34.2"
"FIN","","ALL","1988","33.8"
"FIN","","ALL","1989","33.4"
"FIN","","ALL","1990","33"
"FIN","","ALL","1991","32.5"
"FIN","","ALL","1992","32.1"
"FIN","","ALL","1993","31.6"
"FIN","","ALL","1994","31"
"FIN","","ALL","1995","30.5"
"FIN","","ALL","1996","29.9"
"FIN","","ALL","1997","29.3"
"FIN","","ALL","1998","28.7"
"FIN","","ALL","1999","28.1"
"FIN","","ALL","2000","27.4"
"FIN","","ALL","2001","26.8"
"FIN","","ALL","2002","26.2"
"FIN","","ALL","2003","25.6"
"FIN","","ALL","2004","25"
"FIN","","ALL","2005","24.5"
"FIN","","ALL","2006","23.9"
"FIN","","ALL","2007","23.3"
"FIN","","ALL","2008","22.8"
"FIN","","ALL","2009","22.3"
"FIN","","ALL","2010","21.8"
"FIN","","ALL","2011","21.3"
"FIN","","ALL","2012","20.8"
"FIN","","ALL","2013","20.3"
"FIN","","ALL","2014","19.8"
"FIN","","ALL","2015","19.4"
"FRA","","ALL","1975","40.6"
"FRA","","ALL","1976","40.4"
"FRA","","ALL","1977","40.1"
"FRA","","ALL","1978","39.8"
"FRA","","ALL","1979","39.5"
"FRA","","ALL","1980","39.2"
"FRA","","ALL","1981","38.9"
"FRA","","ALL","1982","38.5"
"FRA","","ALL","1983","38.1"
"FRA","","ALL","1984","37.7"
"FRA","","ALL","1985","37.3"
"FRA","","ALL","1986","36.8"
"FRA","","ALL","1987","36.4"
"FRA","","ALL","1988","35.9"
"FRA","","ALL","1989","35.5"
"FRA","","ALL","1990","35"
"FRA","","ALL","1991","34.5"
"FRA","","ALL","1992","34"
"FRA","","ALL","1993","33.5"
"FRA","","ALL","1994","33"
"FRA","","ALL","1995","32.5"
"FRA","","ALL","1996","32"
"FRA","","ALL","1997","31.5"
"FRA","","ALL","1998","31.1"
"FRA","","ALL","1999","30.6"
"FRA","","ALL","2000","30.1"
"FRA","","ALL","2001","29.7"
"FRA","","ALL","2002","29.2"
"FRA","","ALL","2003","28.7"
"FRA","","ALL","2004","28.2"
"FRA","","ALL","2005","27.7"
"FRA","","ALL","2006","27.1"
"FRA","","ALL","2007","26.5"
"FRA","","ALL","2008","26"
"FRA","","ALL","2009","25.4"
"FRA","","ALL","2010","24.8"
"FRA","","ALL","2011","24.2"
"FRA","","ALL","2012","23.6"
"FRA","","ALL","2013","23.1"
"FRA","","ALL","2014","22.5"
"FRA","","ALL","2015","22"
"GBR","","ALL","1975","33.1"
"GBR","","ALL","1976","32.8"
"GBR","","ALL","1977","32.5"
"GBR","","ALL","1978","32.3"
"GBR","","ALL","1979","32"
"GBR","","ALL","1980","31.7"
"GBR","","ALL","1981","31.5"
"GBR","","ALL","1982","31.2"
"GBR","","ALL","1983","30.9"
"GBR","","ALL","1984","30.6"
"GBR","","ALL","1985","30.3"
"GBR","","ALL","1986","30"
"GBR","","ALL","1987","29.7"
"GBR","","ALL","1988","29.3"
"GBR","","ALL","1989","29"
"GBR","","ALL","1990","28.7"
"GBR","","ALL","1991","28.3"
"GBR","","ALL","1992","27.9"
